Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage,Element
1,0.3026501766784452,0.9273651978334352,34.175500588928145,0.0,65.81861012956419,0.0,0.005889281507656,stem
2,0.3025323910482921,0.9261536755444024,34.140164899882215,0.0,0.0,0.0,65.85983510011778,stem
3,0.303474676089517,0.9171998055559316,33.05064782096584,66.93757361601884,0.005889281507656,0.005889281507656,0.0,stem
4,0.2928150765606596,0.8849623319030977,30.229681978798588,0.005889281507656,0.0,0.0,69.76442873969376,stem
5,0.2827444051825677,0.8712034752665525,29.19316843345112,0.0,70.80683156654888,0.0,0.0,stem
6,0.2827444051825677,0.8703206381316595,28.98704358068316,0.005889281507656,0.005889281507656,0.0,71.00117785630154,stem
7,0.2821554770318021,0.873363472759045,28.833922261484098,71.113074204947,0.0,0.0294464075382803,0.0235571260306242,hairpin loop
8,0.4352179034157832,1.5344536984268653,27.17314487632509,25.936395759717318,0.0412249705535924,0.0117785630153121,46.83745583038869,hairpin loop
9,0.2763250883392226,0.8865475563769486,26.796230859835106,0.0471142520612485,72.6678445229682,0.0,0.4888103651354535,hairpin loop
10,0.2687279151943463,0.8380420848702632,26.7020023557126,0.005889281507656,0.0,73.29210836277974,0.0,stem
11,0.2682567726737338,0.8358661548793187,26.613663133097766,73.38633686690224,0.0,0.0,0.0,stem
12,0.2665488810365135,0.8345900032203213,26.466431095406364,0.005889281507656,0.0,73.52767962308599,0.0,stem
13,0.2663133097762073,0.8339816659801087,26.425206124852767,0.0,73.56890459363957,0.0,0.005889281507656,stem
14,0.2657832744405182,0.8325727661419005,26.389870435806834,0.0,0.0,73.61012956419317,0.0,stem
15,0.2661366313309776,0.832136660793867,26.360424028268557,73.63957597173145,0.0,0.0,0.0,stem
16,0.2654888103651354,0.8342500683777554,26.295641931684333,0.0,0.0235571260306242,0.0,73.68080094228505,stem
17,0.262603062426384,0.826672044334444,25.936395759717318,74.05771495877504,0.005889281507656,0.0,0.0,stem
18,0.2629564193168433,0.8296759345240309,25.859835100117785,0.0,74.09893992932862,0.0,0.0412249705535924,stem
19,0.2771495877502944,0.9341182842069846,25.818610129564195,0.005889281507656,1.5312131919905771,0.0117785630153121,72.63250883392226,stem
20,0.4182567726737338,1.6465685306534348,24.846878680800945,45.51825677267373,1.9434628975265016,27.62073027090695,0.0706713780918728,stem
21,0.2498233215547703,0.820036934575511,24.77031802120141,75.12367491166077,0.005889281507656,0.0883392226148409,0.0117785630153121,interior loop & bulge
22,0.2562426383981154,0.8657154461547834,24.7055359246172,74.65253239104828,0.0117785630153121,0.1472320376914016,0.4829210836277974,interior loop & bulge
23,0.4452296819787986,1.5502785450996257,24.60541813898704,42.83863368669022,0.0117785630153121,32.544169611307424,0.0,interior loop & bulge
24,0.4133686690223793,1.5187416094435178,24.481743227326263,0.0353356890459364,48.333333333333336,0.0,27.14958775029446,stem
25,0.2501766784452296,0.8309591506814327,24.405182567726737,0.0765606595995288,0.2061248527679623,0.0,75.31213191990577,stem
26,0.0,0.0,0.0,100.0,0.0,0.0,0.0,stem
27,0.0,0.0,0.0,0.0,100.0,0.0,0.0,stem
28,0.0,0.0,0.0,0.0,0.0,100.0,0.0,stem
29,0.0002355712603062,0.0017072036409447,0.0,0.0117785630153121,0.0,99.98822143698467,0.0,stem
30,0.0015312131919905,0.0099414233908688,0.0,0.0,0.0765606595995288,0.005889281507656,99.9175500588928,stem
31,0.0174322732626619,0.0812745851894068,0.0,0.8421672555948174,0.0883392226148409,99.06360424028269,0.005889281507656,stem
32,0.0015901060070671,0.0123572639392312,0.0,0.0647820965842167,99.89988221436984,0.0,0.0353356890459364,stem
33,0.0017667844522968,0.0113424060249283,0.0,0.0117785630153121,0.0824499411071849,0.0,99.9057714958775,stem
