Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage
1,0.3131621065467571,0.9927768689219365,44.638365978202884,55.35401265147474,0.0,0.007621370322383965,0.0
2,0.31537230394024846,0.9963583053224092,44.508802682722354,0.007621370322383965,55.453090465665724,0.007621370322383965,0.022864110967151893
3,0.39547290602850393,1.3703027976463464,44.31064705434037,45.75870741559333,0.03048548128953586,9.900160048776769,0.0
4,0.31636308208215835,0.9936002010886837,44.005792241445015,0.022864110967151893,55.96372227726545,0.0,0.007621370322383965
5,0.31514366283057693,0.9917533501000451,44.318268424662755,0.0,55.67411020501486,0.007621370322383965,0.0
6,0.458654066001067,1.5554503937544002,40.09602926606204,0.04572822193430379,23.207072631659173,36.63592713969972,0.01524274064476793
7,0.32261260574651324,0.9747300947975935,39.798795823489066,60.16309732489902,0.022864110967151893,0.01524274064476793,0.0
8,0.32474658943678075,0.9685682084179862,39.097629753829736,60.87950613520311,0.007621370322383965,0.0,0.01524274064476793
9,0.32444173462388537,0.9599995145755749,38.12209435256459,61.87028427711303,0.007621370322383965,0.0,0.0
10,0.31697279170794906,0.9476183927696521,36.003353402941855,0.03048548128953586,0.007621370322383965,63.95853974544623,0.0
11,0.0,0.0,0.0,100.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,100.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,100.0,0.0
14,0.0001524274064476793,0.0011525211584295482,0.0,99.99237862967762,0.0,0.007621370322383965,0.0
15,0.0003048548128953586,0.0023050339362850267,0.0,0.007621370322383965,0.0,99.98475725935523,0.007621370322383965
16,0.3412849630363539,0.9936620143312738,0.0,0.0,45.31666793689506,0.0,54.68333206310495
17,0.001066991845133755,0.007030230994487503,0.0,0.01524274064476793,0.038106851611919824,0.0,99.9466504077433
18,0.0016767014709244722,0.010485755243389969,0.0,0.06097096257907172,99.91616492645377,0.0,0.022864110967151893
19,0.0019815562838198307,0.012638177323264018,0.0,0.01524274064476793,99.90092218580901,0.06097096257907172,0.022864110967151893
20,0.00426796738053502,0.022008605487285695,0.0,0.0,0.21339836902675102,0.0,99.78660163097325
21,0.0003048548128953586,0.0023050339362850267,0.0,0.007621370322383965,99.98475725935523,0.0,0.007621370322383965
22,0.07865254172700252,0.3241903331446352,0.0,94.56596296014024,5.098696745674872,0.3048548128953586,0.03048548128953586
23,0.0006097096257907172,0.004000324721927552,0.0,99.96951451871047,0.0,0.0,0.03048548128953586
24,0.0001524274064476793,0.0011525211584295482,0.0,0.0,0.007621370322383965,0.0,99.99237862967762
25,0.01509031323832025,0.1540340610218352,0.0,1.8748570993064553,0.1752915174148312,0.007621370322383965,97.94223001295633
26,0.0003048548128953586,0.0021526065298373477,0.0,0.01524274064476793,0.0,99.98475725935523,0.0
27,0.0001524274064476793,0.0011525211584295482,0.0,99.99237862967762,0.0,0.007621370322383965,0.0
28,0.001524274064476793,0.008993069962237326,0.0,0.07621370322383965,0.0,99.92378629677616,0.0
29,0.0007621370322383965,0.005152812354227559,0.0,0.03048548128953586,0.007621370322383965,99.96189314838809,0.0
30,0.0001524274064476793,0.0021526065298373477,0.0,0.0,99.98475725935523,0.01524274064476793,0.0
31,0.009145644386860758,0.04636236092542014,0.0,0.11432055483575948,0.3353402941848944,0.007621370322383965,99.54271778065696
32,0.0,0.0,0.0,0.0,0.0,100.0,0.0
33,0.0003048548128953586,0.0021526065298373477,0.0,99.98475725935523,0.0,0.01524274064476793,0.0
34,0.0003048548128953586,0.0021526065298373477,0.0,99.98475725935523,0.0,0.01524274064476793,0.0
35,0.0001524274064476793,0.0011525211584295482,0.0,99.99237862967762,0.0,0.007621370322383965,0.0
36,0.00045728221934303786,0.0033051109264797844,0.0,0.01524274064476793,0.0,0.007621370322383965,99.97713588903285
37,0.0,0.0,0.0,0.0,0.0,100.0,0.0
38,0.00045728221934303786,0.0030951507479748328,0.0,0.0,99.97713588903285,0.0,0.022864110967151893
39,0.0,0.0,0.0,100.0,0.0,0.0,0.0
40,0.33701699565581894,0.9940083221000229,0.0,0.0,54.55376876762442,0.0,45.44623123237558
41,0.0003048548128953586,0.0023050339362850267,0.0,0.007621370322383965,0.0,99.98475725935523,0.007621370322383965
