Position,Segment,Segment_position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage,Element
1,1,1,0.020253164556962,0.0909059648383568,0.0,98.84493670886076,0.0,0.0,1.1550632911392409,5' unpaired
2,1,2,0.0104430379746835,0.0506640880073999,0.0,0.0,99.43037974683544,0.0,0.569620253164557,5' unpaired
3,1,3,0.020253164556962,0.0909059648383568,0.0,1.1550632911392409,0.0,98.84493670886076,0.0,stem
4,1,4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,stem
5,1,5,0.0003164556962025,0.0022259952121308,0.0,99.98417721518987,0.0,0.0158227848101265,0.0,stem
6,1,6,0.0313291139240506,0.1494323821275732,0.0,1.1708860759493671,98.16455696202532,0.0,0.6645569620253164,interior loop & bulge
7,1,7,0.020886075949367,0.0941433805850642,0.0,98.8132911392405,1.1708860759493671,0.0158227848101265,0.0,stem
8,1,8,0.0003164556962025,0.0022259952121308,0.0,0.0,99.98417721518987,0.0,0.0158227848101265,stem
9,1,9,0.0205696202531645,0.0931293077779554,0.0,98.82911392405065,0.0,1.1550632911392409,0.0158227848101265,stem
10,1,10,0.0,0.0,0.0,100.0,0.0,0.0,0.0,stem
11,1,11,0.0,0.0,0.0,100.0,0.0,0.0,0.0,hairpin loop
12,1,12,0.0012658227848101,0.0076379412902158,0.0,0.0,99.9367088607595,0.0,0.0632911392405063,hairpin loop
13,1,13,0.020253164556962,0.0909059648383568,0.0,0.0,1.1550632911392409,0.0,98.84493670886076,hairpin loop
14,1,14,0.0205696202531645,0.0931293077779554,0.0,0.0158227848101265,0.0,1.1550632911392409,98.82911392405065,hairpin loop
15,1,15,0.285126582278481,0.9712313580373196,0.0,0.0316455696202531,60.56962025316456,39.39873417721519,0.0,stem
16,1,16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,stem
17,1,17,0.0009493670886075,0.0059255216379316,0.0,99.95253164556962,0.0,0.0474683544303797,0.0,stem
18,1,18,0.0441455696202531,0.196478140871933,1.1550632911392409,0.0,97.45253164556962,0.0,1.3924050632911391,stem
19,1,19,0.020886075949367,0.0950361584740359,1.1550632911392409,0.0,98.8132911392405,0.0,0.0316455696202531,interior loop & bulge
20,1,20,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,98.84493670886076,0.0,0.0,stem
21,1,21,0.0686708860759493,0.3075242303931708,1.1550632911392409,0.0,95.37974683544304,0.0,3.4651898734177213,stem
22,1,22,0.020886075949367,0.0953526141702384,1.1550632911392409,0.0158227848101265,0.0158227848101265,0.0,98.8132911392405,stem
23,1,23,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,98.84493670886076,0.0,0.0,stem
24,1,24,0.1700949367088607,0.7964254060407169,1.1550632911392409,18.60759493670886,0.1265822784810126,0.0158227848101265,80.09493670886076,stem
25,1,25,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,98.84493670886076,0.0,0.0,stem
26,1,26,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,98.84493670886076,0.0,0.0,stem
27,1,27,0.0246835443037974,0.1177030627500196,1.1550632911392409,0.0,0.2689873417721519,0.0,98.5759493670886,interior loop & bulge
28,1,28,0.0210443037974683,0.0968235283919228,1.1550632911392409,98.79746835443038,0.0,0.0,0.0474683544303797,interior loop & bulge
29,1,29,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,98.84493670886076,0.0,0.0,interior loop & bulge
30,1,30,0.0240506329113924,0.1123171773802749,1.1550632911392409,98.65506329113924,0.0474683544303797,0.1424050632911392,0.0,interior loop & bulge
31,1,31,0.0205696202531645,0.0931293077779554,1.1550632911392409,0.0158227848101265,0.0,98.82911392405065,0.0,stem
32,1,32,0.020253164556962,0.0909059648383568,1.1550632911392409,98.84493670886076,0.0,0.0,0.0,stem
33,1,33,0.0215189873417721,0.098533294504637,1.1550632911392409,0.0,98.78164556962024,0.0,0.0632911392405063,stem
34,1,34,0.0218354430379746,0.1001853455751632,1.1550632911392409,0.0791139240506329,0.0,98.76582278481013,0.0,stem
35,1,35,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,98.84493670886076,0.0,0.0,stem
36,1,36,0.3431962025316455,1.0724336781112718,1.1550632911392409,54.28797468354431,0.0,44.55696202531645,0.0,stem
37,1,37,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,0.0,0.0,98.84493670886076,stem
38,1,38,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,0.0,0.0,98.84493670886076,interior loop & bulge
39,1,39,0.2954113924050633,1.0859131921087588,1.1550632911392409,0.5854430379746836,37.61075949367088,0.0,60.64873417721519,interior loop & bulge
40,1,40,0.3224683544303797,1.0296950881860716,1.1550632911392409,62.38924050632912,0.0,36.45569620253165,0.0,interior loop & bulge
41,1,41,0.0205696202531645,0.0931293077779554,1.1550632911392409,0.0,98.82911392405065,0.0,0.0158227848101265,interior loop & bulge
42,1,42,0.0218354430379746,0.1009535026910292,1.1550632911392409,98.76582278481013,0.0,0.0474683544303797,0.0316455696202531,stem
43,1,43,0.020253164556962,0.0909059648383568,1.1550632911392409,0.0,0.0,0.0,98.84493670886076,stem
44,1,44,0.0,0.0,0.0,100.0,0.0,0.0,0.0,stem
45,1,45,0.0234177215189873,0.1009113121930571,0.0,1.3132911392405064,0.0,98.6867088607595,0.0,stem
46,1,46,0.0104430379746835,0.0506640880073999,0.0,0.569620253164557,0.0,99.43037974683544,0.0,stem
47,1,47,0.0,0.0,0.0,0.0,0.0,0.0,100.0,stem
48,1,48,0.0344936708860759,0.1477291423669907,0.0,97.9113924050633,0.0158227848101265,2.0727848101265822,0.0,interior loop & bulge
49,1,49,0.020253164556962,0.0909059648383568,0.0,1.1550632911392409,0.0,98.84493670886076,0.0,interior loop & bulge
