Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage,Element
1,0.3976109215017064,1.5427580936858425,26.52807942910332,28.544834005584857,0.0,44.92708656531182,0.0,5' unpaired
2,0.1987278932671424,0.8958380278495022,26.326403971455164,0.0155134967421656,72.88240769469438,0.0,0.7756748371082842,5' unpaired
3,0.1973316785603475,0.8689032923681135,26.24883648774433,0.0,0.4343779087806391,0.0,73.31678560347503,5' unpaired
4,0.1931430344399627,0.8367862813102335,26.186782500775674,73.75116351225566,0.0,0.0620539869686627,0.0,5' unpaired
5,0.21067328575861,0.9300306430480108,24.43375736891096,0.2016754576481539,73.85975798945083,0.0155134967421656,1.4892956872479055,5' unpaired
6,0.1810425069810735,0.8221768731143592,24.1855414210363,75.56624263108904,0.0,0.2482159478746509,0.0,5' unpaired
7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5' unpaired
8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,stem
9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,stem
10,0.0003102699348433,0.0021869022032171,0.0,0.0155134967421656,0.0,99.98448650325784,0.0,stem
11,0.0,0.0,0.0,100.0,0.0,0.0,0.0,stem
12,0.0158237666770089,0.0730838867385093,0.0,0.0155134967421656,99.13124418243872,0.0,0.8532423208191127,stem
13,0.0027924294135898,0.0159576300030748,0.0,99.8603785293205,0.0,0.1241079739373254,0.0155134967421656,multiloop
14,0.0012410797393732,0.0081268605624781,0.0,0.0310269934843313,0.0310269934843313,0.0,99.93794601303134,multiloop
15,0.0902885510394042,0.4977866771322283,0.0,0.0,89.17157927396835,0.0310269934843313,10.797393732547317,stem
16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,stem
17,0.0003102699348433,0.0021869022032171,0.0155134967421656,0.0,99.98448650325784,0.0,0.0,stem
18,0.0077567483710828,0.0388375451590765,0.0155134967421656,0.0,99.5966490847037,0.0,0.3878374185541421,stem
19,0.0009308098045299,0.0065606024246893,0.0155134967421656,99.9534595097735,0.0155134967421656,0.0155134967421656,0.0,stem
20,0.0003102699348433,0.0021869022032171,0.0,0.0,99.98448650325784,0.0,0.0155134967421656,interior loop & bulge
21,0.0145826869376357,0.0707424846571384,0.0,0.0930809804529941,99.20881166614956,0.0,0.6981073533974558,stem
22,0.014892956872479,0.067045755993749,0.0,99.25535215637603,0.0310269934843313,0.6825938566552902,0.0310269934843313,stem
23,0.0,0.0,0.0,0.0,0.0,0.0,100.0,stem
24,0.0012410797393732,0.0075063206927915,0.0,99.93794601303134,0.0,0.0620539869686627,0.0,interior loop & bulge
25,0.0006205398696866,0.0040634997450664,0.0,99.96897300651568,0.0,0.0310269934843313,0.0,interior loop & bulge
26,0.0034129692832764,0.0181505464608168,0.0,0.1706484641638225,0.0,99.82935153583618,0.0,interior loop & bulge
27,0.0024821594787465,0.0137710057630369,0.0,99.87589202606269,0.0,0.1241079739373254,0.0,interior loop & bulge
28,0.0,0.0,0.0,100.0,0.0,0.0,0.0,interior loop & bulge
29,0.0003102699348433,0.0021869022032171,0.0,99.98448650325784,0.0,0.0,0.0155134967421656,stem
30,0.0046540490226497,0.0263927679287518,0.0,0.0,0.2637294446168166,0.0,99.7362705553832,stem
31,0.0,0.0,0.0,0.0,100.0,0.0,0.0,stem
32,0.0,0.0,0.0,0.0,100.0,0.0,0.0,stem
33,0.024821594787465,0.1327104060643409,0.0,0.0,1.8461061123177165,0.0,98.15389388768229,stem
34,0.0,0.0,0.0,0.0,0.0,0.0,100.0,stem
35,0.0006205398696866,0.0040634997450664,0.0,99.96897300651568,0.0,0.0,0.0310269934843313,interior loop & bulge
36,0.0341296928327645,0.1543816418314615,0.0,2.2339435308718585,0.0,97.76605646912812,0.0,interior loop & bulge
37,0.0,0.0,0.0,100.0,0.0,0.0,0.0,interior loop & bulge
38,0.0,0.0,0.0,0.0,0.0,0.0,100.0,stem
39,0.0086875581756127,0.0403380295972035,0.0,0.0,99.56562209121935,0.0,0.4343779087806391,stem
40,0.0003102699348433,0.0021869022032171,0.0,99.98448650325784,0.0,0.0,0.0155134967421656,multiloop
41,0.0,0.0,0.0,0.0,0.0,0.0,100.0,multiloop
42,0.0009308098045299,0.0058229531069475,0.0,99.9534595097735,0.0,0.046540490226497,0.0,multiloop
43,0.0003102699348433,0.0021869022032171,0.0,99.98448650325784,0.0,0.0155134967421656,0.0,multiloop
44,0.0,0.0,0.0,0.0,100.0,0.0,0.0,multiloop
45,0.0,0.0,0.0,100.0,0.0,0.0,0.0,multiloop
46,0.0,0.0,0.0,100.0,0.0,0.0,0.0,multiloop
47,0.0,0.0,0.0,0.0,100.0,0.0,0.0,multiloop
