Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage
1,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
2,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
3,0.00025826446280991736,0.001973109627969215,99.9870867768595,0.0,0.008608815426997245,0.0,0.004304407713498623
4,0.00025826446280991736,0.001854528037827881,99.9870867768595,0.0,0.012913223140495868,0.0,0.0
5,0.00025826446280991736,0.001854528037827881,99.9870867768595,0.0,0.012913223140495868,0.0,0.0
6,0.00025826446280991736,0.0019731096279692146,99.9870867768595,0.004304407713498623,0.0,0.008608815426997245,0.0
7,0.00025826446280991736,0.001854528037827881,99.9870867768595,0.0,0.012913223140495868,0.0,0.0
8,0.00025826446280991736,0.002059197782239187,99.9870867768595,0.004304407713498623,0.0,0.004304407713498623,0.004304407713498623
9,0.00025826446280991736,0.002059197782239187,99.9870867768595,0.004304407713498623,0.004304407713498623,0.004304407713498623,0.0
10,0.00025826446280991736,0.002059197782239187,99.9870867768595,0.004304407713498623,0.0,0.004304407713498623,0.004304407713498623
11,0.0003443526170798898,0.0025409219520079037,99.98278236914601,0.004304407713498623,0.012913223140495868,0.0,0.0
12,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
13,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
14,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
15,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
16,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
17,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.0,0.004304407713498623
18,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
19,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
20,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
21,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.0,0.004304407713498623
22,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
23,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
24,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
25,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
26,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
27,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.0,0.004304407713498623
28,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
29,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
30,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
31,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
32,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
33,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
34,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
35,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.0,0.004304407713498623
36,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
37,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
38,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
39,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.0,0.004304407713498623
40,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
41,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
42,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
43,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
44,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
45,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
46,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
47,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
48,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
49,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
50,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
51,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.004304407713498623,0.0,0.0,0.0
52,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
53,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.004304407713498623,0.0
54,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
55,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
56,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
57,0.00025826446280991736,0.001854528037827881,99.9870867768595,0.0,0.012913223140495868,0.0,0.0
58,0.0007747933884297521,0.004949502696424884,99.96126033057851,0.0,0.038739669421487606,0.0,0.0
59,0.0007747933884297521,0.005635880568028508,99.956955922865,0.004304407713498623,0.0,0.038739669421487606,0.0
60,0.0007747933884297521,0.005434005742964251,99.956955922865,0.0,0.04304407713498623,0.0,0.0
61,0.0007747933884297521,0.005635880568028508,99.956955922865,0.038739669421487606,0.0,0.004304407713498623,0.0
62,0.0007747933884297521,0.005434005742964251,99.956955922865,0.04304407713498623,0.0,0.0,0.0
63,0.0007747933884297521,0.005635880568028508,99.956955922865,0.038739669421487606,0.0,0.0,0.004304407713498623
64,0.0007747933884297521,0.005635880568028508,99.956955922865,0.038739669421487606,0.0,0.0,0.004304407713498623
65,0.0006887052341597796,0.005245552995950434,99.96126033057851,0.008608815426997245,0.0,0.0,0.030130853994490357
66,0.0006887052341597796,0.005331641150220406,99.96126033057851,0.004304407713498623,0.004304407713498623,0.030130853994490357,0.0
67,0.0007747933884297521,0.005744753028986704,99.956955922865,0.03443526170798898,0.0,0.0,0.008608815426997245
68,0.0008608815426997245,0.0065986582992967405,99.94834710743802,0.0,0.004304407713498623,0.0,0.04734848484848485
69,0.0008608815426997245,0.007071279774966793,99.94404269972452,0.0,0.0,0.05165289256198347,0.004304407713498623
70,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.0,0.0,0.004304407713498623
71,0.0014634986225895317,0.011002712775826795,99.91391184573003,0.0,0.01721763085399449,0.060261707988980714,0.008608815426997245
72,0.0018078512396694215,0.01301752792102258,99.89238980716253,0.0,0.025826446280991736,0.0,0.08178374655647383
73,0.001893939393939394,0.015089247489668264,99.88378099173553,0.021522038567493115,0.025826446280991736,0.012913223140495868,0.0559573002754821
74,0.0027548209366391185,0.01988313495772879,99.84073691460054,0.06887052341597796,0.03443526170798898,0.04734848484848485,0.008608815426997245
75,0.0055957300275482095,0.03957979559139263,99.6298209366391,0.0,0.24965564738292012,0.09039256198347108,0.030130853994490357
76,0.005940082644628099,0.0447265035802645,99.56095041322314,0.008608815426997245,0.3615702479338843,0.038739669421487606,0.030130853994490357
77,0.09439566115702479,0.3528478705018121,93.4271694214876,6.542699724517906,0.012913223140495868,0.01721763085399449,0.0
78,0.0971504820936639,0.36193208372004176,93.21194903581267,0.004304407713498623,0.021522038567493115,6.749311294765841,0.012913223140495868
79,0.1021866391184573,0.38489718120864314,92.61363636363636,0.012913223140495868,0.030130853994490357,0.004304407713498623,7.339015151515152
80,0.10485537190082644,0.42425557466140873,92.38980716253444,6.882747933884298,0.008608815426997245,0.7102272727272727,0.008608815426997245
81,0.0012913223140495868,0.00859508647485226,99.93543388429752,0.025826446280991736,0.004304407713498623,0.03443526170798898,0.0
82,0.0006026170798898072,0.004137153446016661,99.96986914600551,0.004304407713498623,0.0,0.0,0.025826446280991736
83,0.10618973829201102,0.4138212158975945,92.144455922865,7.631714876033058,0.17217630853994492,0.04304407713498623,0.008608815426997245
84,0.1071797520661157,0.4042905212884252,91.95506198347107,8.040633608815426,0.0,0.004304407713498623,0.0
85,0.10791150137741047,0.41015888620283003,91.9163223140496,8.027720385674932,0.0,0.05165289256198347,0.004304407713498623
86,0.10885847107438017,0.4147378023117534,91.83023415977961,0.01721763085399449,0.0,8.096590909090908,0.0559573002754821
87,0.0007747933884297521,0.005912285776139903,99.95265151515152,0.0,0.0,0.0,0.04734848484848485
88,0.10967630853994491,0.41452766377114014,91.74845041322314,0.012913223140495868,0.0,0.021522038567493115,8.21711432506887
89,0.11075241046831956,0.41969320883627087,91.70110192837465,8.22141873278237,0.004304407713498623,0.012913223140495868,0.060261707988980714
90,0.0006026170798898072,0.003958877384976876,99.96986914600551,0.0,0.0,0.030130853994490357,0.0
91,0.057506887052341596,0.2374259734195583,96.16046831955923,0.030130853994490357,0.0,3.8094008264462813,0.0
92,0.10059400826446281,0.3803960358381161,93.45299586776859,0.6671831955922864,0.004304407713498623,5.87551652892562,0.0
93,0.2919249311294766,0.98224354751882,75.80061983471074,18.978133608815426,0.008608815426997245,5.204028925619834,0.008608815426997245
94,0.28516701101928377,0.8506549309246423,75.49500688705234,0.025826446280991736,0.6714876033057852,23.807679063360883,0.0
95,0.24324207988980717,0.7458259898078007,79.76928374655647,0.09039256198347108,20.015495867768596,0.12482782369146006,0.0
96,0.25348657024793386,0.7498400021704453,78.58987603305785,0.0,21.40581955922865,0.0,0.004304407713498623
97,0.2549931129476584,0.7670684067134432,78.56835399449037,0.008608815426997245,21.233643250688704,0.012913223140495868,0.17648071625344353
98,0.0001721763085399449,0.0012867130404293123,99.991391184573,0.0,0.008608815426997245,0.0,0.0
99,8.608815426997245e-05,0.0006864019339144249,99.99569559228651,0.0,0.004304407713498623,0.0,0.0
