Begin_position,End_position,Mutability,Shannon_entropy,Gap_percentage
1,30,0.08044667274384568,0.4234949672658646,0.0
2,31,0.08090246125797508,0.4265810835939971,0.0
3,32,0.08773928896991667,0.4595095826028762,0.0
4,33,0.09184138559708158,0.4814151493144586,0.0
5,34,0.08979033728349907,0.4733962965071804,0.0
6,35,0.10027347310847629,0.522673519521479,0.0
7,36,0.10779398359161209,0.5546018153309736,0.0
8,37,0.100501367365541,0.5188984442198084,0.0
9,38,0.0977666362807644,0.5021056847406211,0.0
10,39,0.10072926162260569,0.5142954595936751,0.0
11,40,0.12237921604375429,0.5959894830687884,0.0
12,41,0.1520054694621682,0.712514322463198,0.0
13,42,0.15850045578851282,0.7592496133278942,0.0
14,43,0.15622151321786562,0.7456429353605628,0.0
15,44,0.1555378304466715,0.7412137533632864,0.0
16,45,0.15690519598905983,0.7500774690258979,0.0
17,46,0.14870100273472991,0.710893106474101,0.0
18,47,0.146194165907018,0.6970032974255129,0.0
19,48,0.25353236098450216,1.2481714123409953,0.0
20,49,0.2726754785779387,1.3321472196422683,0.0
21,50,0.2726754785779387,1.3321472196422683,0.0
22,51,0.2827028258887864,1.3838249364337143,0.0
23,52,0.2842980856882394,1.3924004427739713,0.0
24,53,0.2842980856882394,1.3924004427739713,0.0
25,54,0.2601412944393789,1.283607137372169,0.0
26,55,0.25968550592524947,1.2805210210440363,0.0
27,56,0.25877392889699063,1.2743488633323616,0.0
28,57,0.26150865998176726,1.2887500691411935,0.0
29,58,0.2605970829535085,1.2826639286927555,0.0
30,59,0.25900182315405545,1.2721430671726413,0.0
31,60,0.26447128532360875,1.3021232737960555,0.0
32,61,0.2640154968094794,1.299037157467923,0.0
33,62,0.2574065633546025,1.2677656731186489,0.0
34,63,0.30845487693710033,1.4850316085532973,0.0
35,64,0.3091385597082945,1.4857721657471687,0.0
36,65,0.29842752962625263,1.4334088264047375,0.0
37,66,0.2815633546034632,1.3564331746128884,0.0
38,67,0.2815633546034632,1.3564331746128884,0.0
39,68,0.2815633546034632,1.3564331746128884,0.0
40,69,0.28133546034639856,1.3533415041903656,0.0
41,70,0.2578623518687322,1.2599861954321314,0.0
42,71,0.22618505013673582,1.1317997333693322,0.0
43,72,0.5707611668185953,2.171113448000084,0.0
44,73,0.5707611668185953,2.171113448000084,0.0
45,74,0.5707611668185953,2.171113448000084,0.0
46,75,0.5725843208751131,2.1804247372139156,0.0
47,76,0.5732680036463073,2.1851678307314932,0.0
48,77,0.5778258887876017,2.208879548976211,0.0
49,78,0.4805150410209654,1.7071152152980338,0.0
50,79,0.46114402917046415,1.6214824120711684,0.0
