Begin_position,End_position,Mutability,Shannon_entropy,Gap_percentage
13,42,0.0849808203009729,0.44004934634537074,0.0147536146355857
799,828,0.10268515786367591,0.5230961705907757,0.0
798,827,0.1050457362053696,0.5374047232393065,0.0
800,829,0.105635880790793,0.5362980385159247,0.0
14,43,0.11035703747418028,0.5406905422706866,0.0
15,44,0.11448804957214428,0.5620902033684412,0.0
16,45,0.11478312186485598,0.5641806773330775,0.0
479,508,0.11714370020654961,0.6354519430088591,0.0
481,510,0.1177338447919731,0.6384460826676253,0.0
464,493,0.11847152552375231,0.5870244162206733,0.0
465,494,0.1190616701091757,0.5900971181427457,0.0
480,509,0.11920920625553161,0.647185296751739,0.0
466,495,0.11965181469459911,0.593392692137074,0.0
467,496,0.12112717615815771,0.6021304916241051,0.0
463,492,0.1233402183534956,0.6283822294596563,0.0
468,497,0.12348775449985142,0.6153125361546956,0.0
469,498,0.1267335497196802,0.6338018426162464,0.0
18,47,0.1268810858660363,0.6167715358106242,0.0
17,46,0.1268810858660363,0.6167715358106242,0.0
19,48,0.12747123045145972,0.6197720375122407,0.0
801,830,0.1289465919150185,0.6245595350077838,0.0
20,49,0.1304219533785768,0.6375690602090849,0.0
470,499,0.13248745942755863,0.6769970313390156,0.0
483,512,0.1347005016228967,0.7346880035525185,0.0
482,511,0.1347005016228967,0.7346880035525185,0.0
287,316,0.13499557391560857,0.8822615806711533,0.0
802,831,0.1354381823546762,0.6596835349877579,0.0
805,834,0.1358807907937438,0.7434136749697418,0.0
472,501,0.1380938329890812,0.7043174181732552,0.0
289,318,0.1382413691354374,0.8981302303695087,0.0
484,513,0.13912658601357242,0.7581776984854655,0.0
803,832,0.13927412215992852,0.6794640237226282,0.0
806,835,0.13942165830628428,0.7651332688228557,0.0
471,500,0.13956919445263974,0.7133662812320625,0.0
804,833,0.13971673059899611,0.76272286210286,0.0
477,506,0.1398642667453516,0.7177759860969776,0.0
288,317,0.14030687518441937,0.9092218009354629,0.0
808,837,0.1403068751844194,0.7706304700517016,0.0
807,836,0.14119209206255448,0.7762002799395904,0.0
478,507,0.1413396282089101,0.7270477526264197,0.0
486,515,0.142667453526113,0.7772883219674414,0.0
475,504,0.1428149896724687,0.7461443440452957,0.0
487,516,0.1444378872823832,0.7875424421127497,0.0
691,720,0.1448804957214511,0.6675034584326395,0.0
690,719,0.1448804957214511,0.6675034584326395,0.0
473,502,0.1451755680141624,0.7593263885758863,0.0
474,503,0.1451755680141624,0.7593263885758863,0.0
692,721,0.1451755680141628,0.6694783451232473,0.0
689,718,0.1454706403068745,0.6713893026615471,0.0
1249,1278,0.14576571259958612,0.7199907822419295,0.0
1248,1277,0.14576571259958612,0.7199907822419295,0.0
1247,1276,0.14606078489229782,0.7220812562065659,0.0
485,514,0.14768368250221212,0.8009133013171016,0.0
1347,1376,0.14989672469754994,0.7857577423600328,0.0
1346,1375,0.14989672469754994,0.7857577423600329,0.0
1348,1377,0.15196223074653192,0.7954767348636375,0.0
630,659,0.15550309825907266,0.7770700263927757,0.0
631,660,0.15550309825907266,0.7770700263927757,0.0
641,670,0.16051932723517168,0.8066607687696842,0.0
269,298,0.16110947182059518,0.7610287616055607,0.0
270,299,0.16110947182059518,0.7610287616055607,0.0
275,304,0.1619946886987303,0.7632992774232,0.0
272,301,0.162289760991442,0.7626289684585739,0.0
476,505,0.1625848332841536,0.8258999349197598,0.0
642,671,0.16317497786957708,0.821933035873823,0.0
277,306,0.1637651224550006,0.7743661000244596,0.0
276,305,0.1637651224550006,0.7743661000244596,0.0
273,302,0.16406019474771227,0.7722718482368174,0.0
274,303,0.1646503393331357,0.7755674222311457,0.0
271,300,0.16701091767482948,0.7883629060488153,0.0
492,521,0.16745352611389697,0.8814844590953442,0.0
491,520,0.16745352611389697,0.8814844590953442,0.0
490,519,0.167453526113897,0.8814844590953442,0.0
493,522,0.16774859840660866,0.8835749330599806,0.0
489,518,0.16833874299203208,0.8865754033539438,0.0
1343,1372,0.1699616406019466,0.8740718840174866,0.0
1344,1373,0.17025671289465827,0.8757558496764678,0.0
488,517,0.1721746827972844,0.9071926252037354,0.0
1345,1374,0.17291236352906367,0.8896676567613768,0.0
643,672,0.17320743582177528,0.8727988229975376,0.0
1048,1077,0.17424018884626635,0.8245452801305575,0.0
632,661,0.17763352021245127,0.8726119789692492,0.0
635,664,0.17792859250516282,0.8791653276784422,0.0
637,666,0.17792859250516282,0.8791653276784422,0.0
636,665,0.17792859250516282,0.8791653276784422,0.0
1047,1076,0.17837120094423037,0.8560533511643514,0.0
633,662,0.17851873709058635,0.878181788857138,0.0
796,825,0.17866627323694237,0.9204047886053942,0.0
795,824,0.17866627323694237,0.9204047886053942,0.0
794,823,0.17866627323694237,0.9204047886053942,0.0
639,668,0.17969902626143316,0.8870681035904737,0.0
638,667,0.17969902626143316,0.8870681035904737,0.0
634,663,0.17969902626143316,0.885841852814366,0.0
640,669,0.18028917084685656,0.8909539478193813,0.0
797,826,0.1814694600177036,0.9097957256967374,0.0
645,674,0.18914133962820787,0.9991798180290338,0.0
646,675,0.19150191796990157,1.013783280261677,0.0
644,673,0.19150191796990157,1.0119881928750323,0.0
285,314,0.1944526408970191,1.0980645803347753,0.0
284,313,0.1944526408970191,1.0980645803347753,0.0
1051,1080,0.19710829153142426,0.9049247374087825,0.0
286,315,0.1971082915314245,1.1126686082809059,0.0
1050,1079,0.19740336382413595,0.9070152113734191,0.0
1049,1078,0.19740336382413595,0.9070152113734191,0.0
321,350,0.1990262614340505,0.9633693456339167,0.0
322,351,0.1990262614340505,0.9633693456339167,0.0
320,349,0.1993213337267622,0.9654598195985532,0.0
1232,1261,0.2003540867512536,1.1157751967626686,0.0
1236,1265,0.2012393036293887,1.121641372177096,0.0
1233,1262,0.2018294482148121,1.1245144108467822,0.0
1234,1263,0.2018294482148121,1.1245144108467822,0.0
1235,1264,0.20212452050752383,1.1272111820649846,0.0
1231,1260,0.2038949542637941,1.1361275483524633,0.0
283,312,0.20404249041014982,1.1440186864210216,0.0
791,820,0.20669814104455514,0.9980544908633278,0.0
1238,1267,0.20802596636175807,1.1482990544351432,0.0
1230,1259,0.2083210386544698,1.1596172432854104,0.0
1239,1268,0.2083210386544698,1.149813960496338,0.0
278,307,0.20846857480082542,1.1781176366335542,0.0
983,1012,0.20876364709353742,1.1749338593089633,0.0
1240,1269,0.2089111832398932,1.1536998047252456,0.0
792,821,0.20905871938624893,1.0092000318157741,0.0
1237,1266,0.209206255532605,1.1575813983883552,0.0
984,1013,0.2096488639716725,1.1805036691968522,0.0
985,1014,0.2102390085570959,1.1843895134257598,0.0
323,352,0.21141929772794252,1.01643043979817,0.0
324,353,0.21141929772794252,1.01643043979817,0.0
325,354,0.21200944231336588,1.0199097757214226,0.0
280,309,0.2125995868987894,1.2008253324479823,0.0
279,308,0.2125995868987894,1.2008253324479823,0.0
987,1016,0.21259958689878958,1.1845017644442126,0.0
326,355,0.2131897314842128,1.0276202292375605,0.0
282,311,0.21348480377692464,1.2053574577507702,0.0
281,310,0.2137798760696363,1.2074476488795454,0.0
994,1023,0.21437002065505975,1.2002832700113883,0.0
986,1015,0.2143700206550599,1.1937979647458956,0.0
989,1018,0.21525523753319498,1.1979778977065716,0.0
327,356,0.2158453821186182,1.04222397434783,0.0
328,357,0.2158453821186182,1.04222397434783,0.0
988,1017,0.21673059899675357,1.2059014255419673,0.0
793,822,0.2190911773384472,1.0576746746324561,0.0
990,1019,0.22027146650929408,1.2253497951410834,0.0
991,1020,0.2246975508999698,1.249909012219766,0.0
992,1021,0.22558276777810488,1.2557193590628268,0.0
993,1022,0.22587784007081657,1.2578098330274632,0.0
105,134,0.23413986426674452,1.0196563855326601,0.0
104,133,0.23413986426674452,1.0196563855326601,0.0
839,868,0.23620537031572655,1.4383498107981572,0.0
840,869,0.23620537031572655,1.4383498107981572,0.0
841,870,0.23650044260843825,1.4401451810624284,0.0
1241,1270,0.2366479787547943,1.2608107404703766,0.0
1242,1271,0.2366479787547943,1.2608107404703766,0.0
106,135,0.23679551490114992,1.0342604134787907,0.0
