Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage
1,0.1989135810347303,0.6977861621025252,86.61705193859048,9.54511855952438,3.5761955660492744,0.2547208440353312,0.006913091800541348
2,3.722434046445341e-05,0.00034627740658791056,99.99813878297678,0.0007976644385240016,0.00026588814617466725,0.0007976644385240016,0.0
3,3.1906577540960066e-05,0.00030052196063035314,99.99840467112296,0.00026588814617466725,0.0007976644385240016,0.0005317762923493345,0.0
4,3.1906577540960066e-05,0.00029721135409206646,99.99840467112296,0.001063552584698669,0.0,0.00026588814617466725,0.00026588814617466725
5,1.5953288770480033e-05,0.00015924124879046058,99.99920233556148,0.00026588814617466725,0.00026588814617466725,0.00026588814617466725,0.0
6,1.063552584698669e-05,0.00010616084272631543,99.99946822370765,0.00026588814617466725,0.0,0.00026588814617466725,0.0
7,1.063552584698669e-05,0.00010616084272631543,99.99946822370765,0.00026588814617466725,0.0,0.0,0.00026588814617466725
8,0.003009853814697233,0.023554180899156667,99.76974086541274,0.2297273582949125,0.00026588814617466725,0.0,0.00026588814617466725
9,0.10656265122388314,0.380906941258237,93.26452148110333,0.0037224340464453412,6.269376598652479,0.0018612170232226706,0.46051826917452365
10,0.10461634999388457,0.35651234625986894,93.26292615222627,0.0005317762923493345,6.733617301873449,0.0013294407308733361,0.0015953288770480033
11,0.13464043945992799,0.47222701775550674,89.94012198948147,10.049242484671549,0.006913091800541348,0.0026588814617466722,0.001063552584698669
12,0.13461119176384878,0.4708908130289108,89.94012198948147,10.059878010518535,0.0,0.0,0.0
13,0.1345713085419226,0.4709006496391065,89.9438444235279,10.055357912033566,0.0,0.0005317762923493345,0.00026588814617466725
14,1.5953288770480033e-05,0.00015392348586696725,99.99920233556148,0.0,0.00026588814617466725,0.0005317762923493345,0.0
15,1.5953288770480033e-05,0.00014659856655826724,99.99920233556148,0.0,0.0,0.0007976644385240016,0.0
16,1.5953288770480033e-05,0.00015392348586696725,99.99920233556148,0.0,0.00026588814617466725,0.0,0.0005317762923493345
17,3.1906577540960066e-05,0.00027724375255117306,99.99840467112296,0.0,0.0015953288770480033,0.0,0.0
18,5.317762923493345e-06,5.308042646292631e-05,99.99973411185383,0.0,0.0,0.0,0.00026588814617466725
19,2.127105169397338e-05,0.00019967896242298113,99.9989364474153,0.0,0.00026588814617466725,0.0,0.0007976644385240016
20,1.5953288770480033e-05,0.00015924124879046058,99.99920233556148,0.00026588814617466725,0.00026588814617466725,0.0,0.00026588814617466725
21,0.0215741641806125,0.08824959190526542,98.88858754898989,1.1100830102792356,0.0,0.001063552584698669,0.00026588814617466725
22,5.317762923493345e-06,5.308042646292631e-05,99.99973411185383,0.00026588814617466725,0.0,0.0,0.0
23,0.03627246090114811,0.1409293085692034,98.01035900217497,1.9891092215326855,0.0005317762923493345,0.0,0.0
24,0.036267143138224614,0.14088162298658446,98.01062489032114,1.9891092215326855,0.0,0.00026588814617466725,0.0
25,5.317762923493345e-06,5.308042646292631e-05,99.99973411185383,0.0,0.0,0.0,0.00026588814617466725
26,1.063552584698669e-05,0.00010084307980282209,99.99946822370765,0.0,0.0005317762923493345,0.0,0.0
27,2.6588814617466724e-05,0.0002474415851645831,99.99867055926913,0.0,0.0005317762923493345,0.0,0.0007976644385240016
28,2.6588814617466724e-05,0.0002474415851645831,99.99867055926913,0.0005317762923493345,0.0,0.0,0.0007976644385240016
29,3.1906577540960066e-05,0.00027724375255117306,99.99840467112296,0.0,0.0015953288770480033,0.0,0.0
30,3.1906577540960066e-05,0.00029721135409206646,99.99840467112296,0.00026588814617466725,0.00026588814617466725,0.001063552584698669,0.0
31,3.1906577540960066e-05,0.0002918935911685731,99.99840467112296,0.0,0.001063552584698669,0.0,0.0005317762923493345
32,3.1906577540960066e-05,0.00027724375255117306,99.99840467112296,0.0015953288770480033,0.0,0.0,0.0
33,3.1906577540960066e-05,0.000287613747951016,99.99840467112296,0.0013294407308733361,0.00026588814617466725,0.0,0.0
34,2.6588814617466724e-05,0.00024413097862629646,99.99867055926913,0.001063552584698669,0.0,0.00026588814617466725,0.0
35,2.6588814617466724e-05,0.00024413097862629646,99.99867055926913,0.001063552584698669,0.0,0.0,0.00026588814617466725
36,2.127105169397338e-05,0.00020700388173168114,99.9989364474153,0.00026588814617466725,0.0,0.00026588814617466725,0.0005317762923493345
37,2.127105169397338e-05,0.00019105059296120112,99.9989364474153,0.001063552584698669,0.0,0.0,0.0
38,2.127105169397338e-05,0.0002016861188081878,99.9989364474153,0.0,0.0005317762923493345,0.0005317762923493345,0.0
39,2.9247696079213397e-05,0.0002918935911685731,99.99840467112296,0.0,0.0,0.001063552584698669,0.0005317762923493345
40,2.9247696079213397e-05,0.0003449739564348306,99.99813878297678,0.00026588814617466725,0.0,0.001063552584698669,0.0005317762923493345
