Begin_position,End_position,Mutability,Shannon_entropy,Gap_percentage
10367,10396,0.022812393598910456,0.12934777984269996,0.0
10368,10397,0.022812393598910456,0.12934777984269996,0.0
10369,10398,0.022812393598910456,0.12934777984269996,0.0
10364,10393,0.02349336057201226,0.13085843406547024,0.0
10366,10395,0.02349336057201226,0.13085843406547024,0.0
10365,10394,0.02349336057201226,0.13085843406547024,0.0
10363,10392,0.023833844058563158,0.13323546841698278,0.0
10353,10382,0.025195778004766772,0.13266718737436323,0.0
10354,10383,0.025536261491317675,0.13504422172587577,0.0
10352,10381,0.025876744977868578,0.1370807307711679,0.0
10376,10405,0.029622063329928495,0.15746549322444736,0.0
10355,10384,0.029622063329928505,0.15892832971297832,0.0
10357,10386,0.029622063329928505,0.15892832971297832,0.0
10356,10385,0.029622063329928505,0.15892832971297832,0.0
10370,10399,0.029962546816479398,0.1598424857562904,0.0
10371,10400,0.029962546816479398,0.1598424857562904,0.0
10372,10401,0.029962546816479398,0.1598424857562904,0.0
10373,10402,0.0303030303030303,0.16221952010780294,0.0
10374,10403,0.0303030303030303,0.16221952010780294,0.0
10375,10404,0.0303030303030303,0.16221952010780294,0.0
10377,10406,0.03132448076268301,0.16737380128091342,0.0
13933,13962,0.03166037057024645,0.17399555856285892,0.0
10378,10407,0.03166496424923391,0.16975083563242596,0.0
10362,10391,0.031664964249233915,0.17018438680706077,0.0
10361,10390,0.031664964249233915,0.17018438680706077,0.0
10360,10389,0.031664964249233915,0.17018438680706077,0.0
10358,10387,0.031664964249233915,0.17018438680706077,0.0
10359,10388,0.031664964249233915,0.17018438680706077,0.0
13815,13844,0.032379924446842956,0.17570817688271564,0.0
13931,13960,0.03237992444684296,0.17863058110371371,0.0
13932,13961,0.03237992444684296,0.17863058110371371,0.0
13814,13843,0.03381903220003597,0.18425848127896924,0.0
13816,13845,0.03453858607663249,0.18531567532180432,0.0
13813,13842,0.036337470768123756,0.19820438656509445,0.0
10382,10411,0.03677221654749745,0.19857400606799847,0.0
10383,10412,0.03677221654749745,0.19857400606799847,0.0
11983,12012,0.03788546255506608,0.19700231958515885,0.0
13936,13965,0.03885590933621155,0.20838490282314226,0.0
13935,13964,0.03885590933621155,0.20838490282314226,0.0
13819,13848,0.0392156862745098,0.20190107347244018,0.0
13934,13963,0.0392156862745098,0.21088232590962452,0.0
10379,10408,0.03949608443990466,0.20966142011729794,0.0
10380,10409,0.03949608443990466,0.20966142011729794,0.0
10381,10410,0.03949608443990466,0.20966142011729794,0.0
13937,13966,0.03957546321280806,0.21202840668813575,0.0
13812,13841,0.039935240151106305,0.21720074960331617,0.0
13938,13967,0.03993524015110632,0.21452582977461804,0.0
10291,10320,0.04051753489955737,0.2111826808822017,0.0
13939,13968,0.041374347904299336,0.22307613417087163,0.0
13811,13840,0.04209390178089584,0.23038570285544774,0.0
13818,13847,0.042093901780895844,0.21834407481180512,0.0
10292,10321,0.042560435818862784,0.2228038484192118,0.0
13817,13846,0.04281345565749235,0.22248343146119212,0.0
13942,13971,0.04353300953408887,0.2329382943867417,0.0
13810,13839,0.04353300953408887,0.2389360072517013,0.0
10290,10319,0.044262853251617294,0.25741476261803353,0.0
10289,10318,0.044262853251617294,0.25741476261803353,0.0
13940,13969,0.044612340348983634,0.239575074122611,0.0
13941,13970,0.044612340348983634,0.239575074122611,0.0
10286,10315,0.04528430371127,0.25237656619664045,0.0
10287,10316,0.0456247871978209,0.2567901095934451,0.0
10385,10414,0.046305754170922704,0.23562601412523348,0.0
10288,10317,0.04834865509022812,0.27211889184087545,0.0
13952,13981,0.048389998201115315,0.27794426815778944,0.0
13953,13982,0.048389998201115315,0.27794426815778944,0.0
10384,10413,0.04868913857677903,0.25130527769303945,0.0
10284,10313,0.04902962206332992,0.27021585160649875,0.0
13820,13849,0.0496492174851592,0.25079690095799617,0.0
10285,10314,0.049710589036431725,0.2746293950033034,0.0
13821,13850,0.05000899442345746,0.25329432404447844,0.0
13944,13973,0.05018888289260658,0.2885875614168739,0.0
13943,13972,0.05018888289260658,0.2885875614168739,0.0
13945,13974,0.05018888289260658,0.2885875614168739,0.0
13948,13977,0.0501888828926066,0.2898208392611255,0.0
10276,10305,0.05141300646918624,0.28750881161122244,0.0
13946,13975,0.05162799064579961,0.29772162413258,0.0
13951,13980,0.051627990645799614,0.29528729765026773,0.0
13947,13976,0.051987767584097865,0.3002190472190623,0.0
13949,13978,0.05270732146069437,0.30134017896003906,0.0
13955,13984,0.053067098398992624,0.2939100078174712,0.0
13950,13979,0.05306709839899263,0.3038376020465213,0.0
9124,9153,0.053115423901940746,0.2920604418183521,0.0
9122,9151,0.05311542390194075,0.2917199165121317,0.0
10283,10312,0.05311542390194075,0.291413778970038,0.0
13824,13853,0.053246986868141756,0.26678557907715544,0.0
13823,13852,0.053246986868141756,0.26678557907715544,0.0
9123,9152,0.05345590738849165,0.29409695086364424,0.0
13822,13851,0.053606763806440014,0.2692829554698262,0.0
13825,13854,0.05432631768303652,0.27342235881302474,0.0
10274,10303,0.05652025876744978,0.3141709203941741,0.0
10281,10310,0.05686074225400068,0.307506684982233,0.0
10282,10311,0.05686074225400068,0.307506684982233,0.0
10280,10309,0.05686074225400068,0.307506684982233,0.0
10275,10304,0.05686074225400068,0.31654795474568664,0.0
10279,10308,0.05822267620020429,0.31620509110432854,0.0
10278,10307,0.05822267620020429,0.31620509110432854,0.0
10277,10306,0.05822267620020429,0.31620509110432854,0.0
13954,13983,0.058823529411764705,0.3201973635575074,0.0
10293,10322,0.059244126659857,0.3107417392690234,0.0
12524,12553,0.06211453744493393,0.3327060282513471,0.0
12523,12552,0.06211453744493393,0.3327060282513471,0.0
6068,6097,0.062209121936084404,0.33665543974086964,0.0
12525,12554,0.06255506607929516,0.33569964338885394,0.0
9119,9148,0.06264896152536603,0.33838302486234617,0.0
6069,6098,0.06282966180577101,0.3397812908169199,0.0
10295,10324,0.06298944501191693,0.333756814867263,0.0
9120,9149,0.06298944501191693,0.3407600592138587,0.0
6067,6096,0.06313993174061433,0.3424783928478172,0.0
6066,6095,0.06313993174061433,0.3424783928478172,0.0
9121,9150,0.06332992849846783,0.34313709356537125,0.0
10294,10323,0.06332992849846783,0.33462213540865593,0.0
10296,10325,0.06332992849846783,0.33613384921877554,0.0
4799,4828,0.06515668631709587,0.3292697803812627,0.0
4798,4827,0.06546695625193918,0.33145668258447986,0.0
12530,12559,0.06563876651982378,0.3423600984612884,0.0
12531,12560,0.06563876651982378,0.3423600984612884,0.0
12529,12558,0.06563876651982378,0.3423600984612884,0.0
12526,12555,0.06740088105726871,0.35112437162887394,0.0
12527,12556,0.06784140969162995,0.3541179867663808,0.0
12528,12557,0.06784140969162995,0.3541179867663808,0.0
10297,10326,0.06809669731018046,0.3603341316064251,0.0
9804,9833,0.0686074225400068,0.35866104196934434,0.0
9803,9832,0.0686074225400068,0.35866104196934434,0.0
12509,12538,0.06872246696035242,0.34850256386231343,0.0
12517,12546,0.06872246696035242,0.3736476702702955,0.0
12508,12537,0.06872246696035242,0.34850256386231343,0.0
9808,9837,0.0689479060265577,0.3610712417580325,0.0
9805,9834,0.0689479060265577,0.3610380763208569,0.0
12518,12547,0.06916299559471366,0.37664128540780234,0.0
12519,12548,0.06916299559471366,0.37664128540780234,0.0
4797,4826,0.06919019547005896,0.3493421836074245,0.0
9807,9836,0.0696288729996595,0.365825268641388,0.0
9806,9835,0.06962887299965952,0.3661657521279389,0.0
12510,12539,0.07004405286343612,0.3564358671812316,0.0
12520,12549,0.07004405286343614,0.3815809735892137,0.0
12521,12550,0.07004405286343614,0.3815809735892137,0.0
13890,13919,0.07015650296815974,0.34233186455987125,0.0
12522,12551,0.07048458149779738,0.38457458872672057,0.0
13889,13918,0.07087605684475626,0.346966887100726,0.0
6070,6099,0.07306856965560037,0.39420555319540435,0.0
6071,6100,0.07306856965560037,0.39420555319540435,0.0
4800,4829,0.07384424449270865,0.36686615013154594,0.0
9932,9961,0.0742254000680967,0.4008791080067319,0.0
9933,9962,0.0742254000680967,0.4008791080067319,0.0
9934,9963,0.0742254000680967,0.4008791080067319,0.0
4802,4831,0.07446478436239529,0.3709296498766124,0.0
4801,4830,0.07446478436239529,0.3709296498766124,0.0
9937,9966,0.07456588355464759,0.4035328538791487,0.0
9936,9965,0.07490636704119849,0.40590988823066126,0.0
9935,9964,0.07490636704119849,0.40590988823066126,0.0
13886,13915,0.07555315704263357,0.37334223805795347,0.0
4796,4825,0.07570586410176856,0.3753832976233099,0.0
4794,4823,0.07570586410176856,0.3753832976233099,0.0
4795,4824,0.07570586410176856,0.3753832976233099,0.0
13891,13920,0.07591293398093182,0.37077216394964957,0.0
10301,10330,0.07626830098740212,0.4058116346013497,0.0
13885,13914,0.07663248785752833,0.3784914592891847,0.0
12512,12541,0.07665198237885464,0.3883169723504942,0.0
12511,12540,0.07665198237885464,0.3883169723504942,0.0
